comment_id,enhanced_aggressive_compound,enhanced_comprehensive_compound,enhanced_hybrid_compound,enhanced_minimal_compound,enhanced_moderate_compound,stock_vader_compound,enhanced_aggressive_sentiment,enhanced_comprehensive_sentiment,enhanced_hybrid_sentiment,enhanced_minimal_sentiment,enhanced_moderate_sentiment,stock_vader_sentiment,comment_text,artist
UgzT60QHFkJrhRkdOSh4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,A new wave of electronica 10/10,COBRAH
UgzTI6EfTVSMDkGVecp4AaABAg,0.7901,0.7901,0.7901,0.7901,0.7901,0.7901,positive,positive,positive,positive,positive,positive,Love when the release date is sooner than expected! It's like early Christmas,Flyana Boss
UgzUmQZiqc3Q3lBf3g14AaABAg,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,negative,negative,negative,negative,negative,negative,I love how it does the Macarena when the beat drops 😭😭,COBRAH
UgzV2Hf2MuYUyaP5L9t4AaABAg,0.6666,0.6666,0.6666,0.6666,0.6666,0.6666,positive,positive,positive,positive,positive,positive,Yall are so underrated 💜✨️,Flyana Boss
UgzVer7JCjVUlUVsmOh4AaABAg,0.4927,0.4927,0.4927,0.4927,0.4927,0.4927,positive,positive,positive,positive,positive,positive,sounds so good and catchy alreadyyy,Flyana Boss
UgzWmvi9zqaykZmE8MR4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,Y'all are epic!,Flyana Boss
UgzWpA6TOie1aB_vRm54AaABAg,0.9612,0.9612,0.9612,0.9612,0.9612,0.9612,positive,positive,positive,positive,positive,positive,"Why is this such a universal experience for people with their fathers? You're super easy to love, love. I'm so glad the internet showed us all who you are.",Corook
UgzWwTwGs3XSa0RGo5p4AaABAg,0.9873,0.9867,0.9867,0.9867,0.9867,0.9806,positive,positive,positive,positive,positive,positive,❤❤❤❤❤❤ finally some fire that's original! Show em how it's done & keep going🙏🏽🙏🏽,Flyana Boss
UgzYdfZxH96VLnjUm_h4AaABAg,0.8737,0.7996,0.7996,0.7996,0.7996,0.7996,positive,positive,positive,positive,positive,positive,"Y'all need more love, y'all giving salt n peppa vibes",Flyana Boss
UgzZE4Nu9tvwTXL1pfB4AaABAg,-0.6115,-0.6115,-0.6115,-0.6115,-0.6115,-0.6115,negative,negative,negative,negative,negative,negative,The new Silent Hill game looks fucking terrifying,COBRAH
Ugz_3xezN4fnoLRHzb54AaABAg,0.821,0.821,0.821,0.821,0.821,0.821,positive,positive,positive,positive,positive,positive,"You sing exactly what I feel. Your our voice is so beautiful and you speak about things we all think about but never express it. You're our voice, please don't stop!",Corook
UgzbZOYfH1sVmkx6Qpt4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,someone ask to put this on the radio so she can get some more noticeability,Raiche
UgzblY2d8rUFMBrXEn54AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,Now that's an advertisement,Flyana Boss
UgzbvNyOadn6tCkFMBt4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,I need this whole song meeeowww!,Flyana Boss
UgzcI96xVibuuJ8MPQ14AaABAg,0.8316,0.8225,0.8225,0.8225,0.8225,0.8225,positive,positive,positive,positive,positive,positive,Three songs in and I am convinced Corook is a massive star in the making.  Refreshingly original songwriting and just top notch talent.,Corook
UgzcJd_3Xn9rSQZjgox4AaABAg,0.4404,0.4404,0.4404,0.4404,0.4404,0.4404,positive,positive,positive,positive,positive,positive,"The way she interjected with ""WAY TOO LONG""... you can tell she been holding this in for a minute. She tied of dis 😂",Flyana Boss
UgzcN-faCnEzASp7gVt4AaABAg,-0.9382,-0.9382,-0.9382,-0.9382,-0.9382,-0.9382,negative,negative,negative,negative,negative,negative,IM A MESS MESS MESS MESS MESS MESS MESS,COBRAH
Ugzd1l7yLy8D65su61N4AaABAg,0.4404,0.4404,0.4404,0.4404,0.4404,0.4404,positive,positive,positive,positive,positive,positive,Same 😂,Flyana Boss
Ugzd5el7npPsgNUHTcR4AaABAg,0.8439,0.8439,0.8439,0.8439,0.8439,0.8439,positive,positive,positive,positive,positive,positive,Omg now THIS is a crossover 😭 amazing! Love u cobrah <3,COBRAH
UgzdUQzNr-hT3uWdLql4AaABAg,-0.5719,-0.5719,-0.5719,-0.5719,-0.5719,-0.5719,negative,negative,negative,negative,negative,negative,Why y'all hate on the way he talk.?That's just how he talk. Everyone talk different Bruh.💯,BiC Fizzle
UgzehKAfHDwmt5MON3N4AaABAg,0.7876,0.7544,0.7544,0.7544,0.7544,0.7544,positive,positive,positive,positive,positive,positive,Green trimmed shorts is giving the same energy. So envious - Bada AND the Kiwi Dancing Deity that is Kirsten?? 😻😻😻 you & Green Trim absolutely KILLED it. 🥳,Flyana Boss
Ugzf91dbERNP0eb4YV14AaABAg,0.5859,0.5859,0.5859,0.5859,0.5859,0.5859,positive,positive,positive,positive,positive,positive,I have this tune in my head everyday. This brings me joy.,Corook
UgzfhqNJ9TiNT2hRF_N4AaABAg,0.9847,0.9847,0.9847,0.9847,0.9847,0.9847,positive,positive,positive,positive,positive,positive,"I'm a white elder millennial 😅, but always enjoy your songs. Always fun and the lyrics are clever AF. Hope you two are always friends and always have a good time working together.  🎉",Flyana Boss
Ugzg-bk86fjTtK-LoIF4AaABAg,0.6739,0.6115,0.6115,0.6115,0.6115,0.0,positive,positive,positive,positive,positive,neutral,Now this a hella banger,Flyana Boss
UgzgQZJRxrtyM7FBb-l4AaABAg,0.6369,0.6369,0.6369,0.6369,0.6369,0.6369,positive,positive,positive,positive,positive,positive,BOTH ARE THE BEST DANCERS EVER,Flyana Boss
UgzgyIndE8Mh1RNUIKp4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,Why did it get so hot in my room 🥵,Flyana Boss
Ugzhg4b9TV6t7y6dPzN4AaABAg,0.3167,0.3167,0.3167,0.3167,0.3167,0.3167,positive,positive,positive,positive,positive,positive,"""I really like to be alone""  I'm feeling that",Flyana Boss
UgzkMN5D1zGD8r-wIaJ4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,"this was for the gays, she knows whats up hehe",COBRAH
UgzkWdVa8MiWLwE0uP94AaABAg,0.7579,0.7579,0.7579,0.7579,0.7579,0.7579,positive,positive,positive,positive,positive,positive,Great way to  highlight the work put into you look.,COBRAH
Ugzl6hIe1BASNNgYy1h4AaABAg,0.7482,0.7482,0.7482,0.7482,0.7482,0.7482,positive,positive,positive,positive,positive,positive,"THIS IS THE ONE!!!!!!!!!! we need a video for this song, best on the album",COBRAH
UgzlVSxxJErZW51ZEDl4AaABAg,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,positive,positive,positive,positive,positive,positive,Three Songs we eating good. Like Lizzo,re6ce
UgzlZKOf-IB4Ikk8q5p4AaABAg,0.947,0.93,0.93,0.93,0.93,-0.5423,positive,positive,positive,positive,positive,negative,This a prime example of why I support everything 1017 💯🔥🔥🔥,BiC Fizzle
UgzlcpCOozUNRjFuubh4AaABAg,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,positive,positive,positive,positive,positive,positive,This song is beautiful and sweet and the ending of the video had me tearing up 💖,Corook
Ugzm60qil42dedTS2sN4AaABAg,0.9627,0.9627,0.9627,0.9627,0.9627,0.9627,positive,positive,positive,positive,positive,positive,"Folayan has such a pretty voice, she should definitely sing more❤❤❤",Flyana Boss
UgzmHnTHP_YtvZ-wusN4AaABAg,0.8118,0.8118,0.8118,0.8118,0.8118,0.8118,positive,positive,positive,positive,positive,positive,Hey Raiche! Yay New music! Congrats on the baby.,Raiche
UgzmOVEo4fTvUHz2JN14AaABAg,0.5562,0.5562,0.5562,0.5562,0.5562,0.5562,positive,positive,positive,positive,positive,positive,These girls can SING too?! Impressive af,Flyana Boss
Ugzq3H4emgowMoSn7Ax4AaABAg,0.6416,0.5719,0.5719,0.5719,0.5719,-0.34,positive,positive,positive,positive,positive,negative,"both of u are still incredible, stay on it ❤‍🔥",re6ce
UgzrrGxWK78cm1iBmZF4AaABAg,0.4084,0.4084,0.4084,0.4084,0.4084,0.4084,positive,positive,positive,positive,positive,positive,I feel this all the way down in my autism. :P,Corook
Ugzs0kaXLhtywLibA3F4AaABAg,0.8838,0.8838,0.8838,0.8838,0.8838,0.8838,positive,positive,positive,positive,positive,positive,I love y’all just found you today. You girls are so talented and will blow!!!,Flyana Boss
UgzsgxC1DnfNH5ruHsF4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,I WILL GET BIC FIZZLE ON MY BEATS ONE DAY IM SPEAKING IT INTO EXISTENCE 🗣️,BiC Fizzle
UgztqDlI5_JlwwYoMdN4AaABAg,0.88,0.88,0.88,0.88,0.88,0.88,positive,positive,positive,positive,positive,positive,Was not expecting the change after the first verse! It's great! Love this!,Raiche
UgzttayKnEQcpx9QXW14AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,They have to make a coming of age movie and put this song on it,Flyana Boss
UgzuKN_554KCNgFoE-h4AaABAg,0.915,0.8745,0.8745,0.8745,0.8745,0.8745,positive,positive,positive,positive,positive,positive,omg I love the throwback Disney Channel Original vibes and the Zenon reference <3 this is dope!!,Flyana Boss
UgzvhKy9erQUAbQd1Ih4AaABAg,0.6369,0.6369,0.6369,0.6369,0.6369,0.6369,positive,positive,positive,positive,positive,positive,"Refreshing ❤
Don't let the industry change ya'll",Flyana Boss
UgzwVoj4QlaGYDjANo94AaABAg,0.955,0.955,0.955,0.955,0.955,0.955,positive,positive,positive,positive,positive,positive,She went from gorgeous to absolutely stunning ❤😊,Flyana Boss
UgzwWm4GOs7QhBIVOs94AaABAg,0.9217,0.926,0.926,0.926,0.926,0.926,positive,positive,positive,positive,positive,positive,Every song it’s a masterpiece ❤❤,Raiche
UgzykqXQX5EnU0It-Yh4AaABAg,0.4404,0.4404,0.4404,0.4404,0.4404,0.4404,positive,positive,positive,positive,positive,positive,Is that what Nicki said😂 it seems familiar that intro,Flyana Boss
Ugzz-Lh_GZo8TKGP8yd4AaABAg,0.8519,0.8519,0.8519,0.8519,0.8519,0.8519,positive,positive,positive,positive,positive,positive,They are some of the best choreographer in Korea now. It would be great to see the dance on stage one day,Flyana Boss
